genome	chr	length	plotOrd	gapSize	chrstart	med	x1	x2	y1	y2	chrLab
Naja_naja	CM019155.1	152980229	19	7155459.50526316	1635395939.09474	894188084.047369	741207855.047369	894188084.047369	5.04192708333333	4.95807291666667	CM019155.1
Vipera_berus	NC_138202.1	362920075	1	7075734.6631579	1	897257490.468421	-897257489.468421	-534337414.468421	7.04192708333333	6.95807291666667	NC_138202.1
Vipera_berus	NC_138203.1	290368484	2	7075734.6631579	369995811.663158	897257490.468421	-527261678.805263	-236893194.805263	7.04192708333333	6.95807291666667	NC_138203.1
Vipera_berus	NC_138204.1	218383949	3	7075734.6631579	667440031.326316	897257490.468421	-229817459.142105	-11433510.1421052	7.04192708333333	6.95807291666667	NC_138204.1
Vipera_berus	NC_138206.1	123497573	4	7075734.6631579	892899715.989474	897257490.468421	-4357774.4789474	119139798.521053	7.04192708333333	6.95807291666667	NC_138206.1
Vipera_berus	NC_138207.1	104727360	5	7075734.6631579	1023473024.65263	897257490.468421	126215534.184211	230942894.184211	7.04192708333333	6.95807291666667	NC_138207.1
Vipera_berus	NC_138208.1	92556023	6	7075734.6631579	1135276120.31579	897257490.468421	238018629.847369	330574652.847369	7.04192708333333	6.95807291666667	NC_138208.1
Vipera_berus	NC_138209.1	80595077	7	7075734.6631579	1234907878.97895	897257490.468421	337650388.510526	418245465.510526	7.04192708333333	6.95807291666667	NC_138209.1
Vipera_berus	NC_138211.1	26408827	8	7075734.6631579	1322578691.64211	897257490.468421	425321201.173684	451730028.173684	7.04192708333333	6.95807291666667	NC_138211.1
Vipera_berus	NC_138212.1	26114071	9	7075734.6631579	1356063254.30526	897257490.468421	458805763.836842	484919834.836842	7.04192708333333	6.95807291666667	NC_138212.1
Vipera_berus	NC_138215.1	21585051	10	7075734.6631579	1389253060.96842	897257490.468421	491995570.5	513580621.5	7.04192708333333	6.95807291666667	NC_138215.1
Vipera_berus	NC_138214.1	21897489	11	7075734.6631579	1417913847.63158	897257490.468421	520656357.163158	542553846.163158	7.04192708333333	6.95807291666667	NC_138214.1
Vipera_berus	NC_138216.1	19710490	12	7075734.6631579	1446887072.29474	897257490.468421	549629581.826316	569340071.826316	7.04192708333333	6.95807291666667	NC_138216.1
Vipera_berus	NC_138213.1	23395126	13	7075734.6631579	1473673297.95789	897257490.468421	576415807.489474	599810933.489474	7.04192708333333	6.95807291666667	NC_138213.1
Vipera_berus	NC_138218.1	12605318	14	7075734.6631579	1504144159.62105	897257490.468421	606886669.152632	619491987.152632	7.04192708333333	6.95807291666667	NC_138218.1
Vipera_berus	NC_138220.1	6964783	15	7075734.6631579	1523825213.28421	897257490.468421	626567722.81579	633532505.81579	7.04192708333333	6.95807291666667	NC_138220.1
Vipera_berus	NC_138217.1	14400246	16	7075734.6631579	1537865731.94737	897257490.468421	640608241.478947	655008487.478947	7.04192708333333	6.95807291666667	NC_138217.1
Vipera_berus	NC_138219.1	10417382	17	7075734.6631579	1559341713.61053	897257490.468421	662084223.142105	672501605.142105	7.04192708333333	6.95807291666667	NC_138219.1
Vipera_berus	NC_138205.1	133995092	18	7075734.6631579	1576834831.27368	897257490.468421	679577340.805263	813572432.805263	7.04192708333333	6.95807291666667	NC_138205.1
Vipera_berus	NC_138210.1	76609322	19	7075734.6631579	1717905658.93684	897257490.468421	820648168.468421	897257490.468421	7.04192708333333	6.95807291666667	NC_138210.1
Xenopeltis_unicolor	GWHBWDW00000001	312834522	1	9998572.78888889	1	789623050.205556	-789623049.205556	-476788527.205556	2.04192708333333	1.95807291666667	GWHBWDW00000001
Xenopeltis_unicolor	GWHBWDW00000002	232668644	2	9998572.78888889	322833096.788889	789623050.205556	-466789953.416667	-234121309.416667	2.04192708333333	1.95807291666667	GWHBWDW00000002
Xenopeltis_unicolor	GWHBWDW00000003	199437663	3	9998572.78888889	565500314.577778	789623050.205556	-224122735.627778	-24685072.6277778	2.04192708333333	1.95807291666667	GWHBWDW00000003
Xenopeltis_unicolor	GWHBWDW00000005	111127976	4	9998572.78888889	774936551.366667	789623050.205556	-14686498.8388889	96441477.1611111	2.04192708333333	1.95807291666667	GWHBWDW00000005
Xenopeltis_unicolor	GWHBWDW00000006	87741540	5	9998572.78888889	896063101.155556	789623050.205556	106440050.95	194181590.95	2.04192708333333	1.95807291666667	GWHBWDW00000006
Xenopeltis_unicolor	GWHBWDW00000007	80560805	6	9998572.78888889	993803214.944444	789623050.205556	204180164.738889	284740969.738889	2.04192708333333	1.95807291666667	GWHBWDW00000007
Xenopeltis_unicolor	GWHBWDW00000008	73629301	7	9998572.78888889	1084362593.73333	789623050.205556	294739543.527778	368368844.527778	2.04192708333333	1.95807291666667	GWHBWDW00000008
Xenopeltis_unicolor	GWHBWDW00000009	26272664	8	9998572.78888889	1167990468.52222	789623050.205556	378367418.316667	404640082.316667	2.04192708333333	1.95807291666667	GWHBWDW00000009
Xenopeltis_unicolor	GWHBWDW00000011	24946187	9	9998572.78888889	1204261706.31111	789623050.205556	414638656.105555	439584843.105555	2.04192708333333	1.95807291666667	GWHBWDW00000011
Xenopeltis_unicolor	GWHBWDW00000013	21923946	10	9998572.78888889	1239206467.1	789623050.205556	449583416.894444	471507362.894444	2.04192708333333	1.95807291666667	GWHBWDW00000013
Xenopeltis_unicolor	GWHBWDW00000012	22607805	11	9998572.78888889	1271128986.88889	789623050.205556	481505936.683333	504113741.683333	2.04192708333333	1.95807291666667	GWHBWDW00000012
Xenopeltis_unicolor	GWHBWDW00000014	19606933	12	9998572.78888889	1303735365.67778	789623050.205556	514112315.472222	533719248.472222	2.04192708333333	1.95807291666667	GWHBWDW00000014
Xenopeltis_unicolor	GWHBWDW00000010	25453389	13	9998572.78888889	1333340872.46667	789623050.205556	543717822.261111	569171211.261111	2.04192708333333	1.95807291666667	GWHBWDW00000010
Xenopeltis_unicolor	GWHBWDW00000016	12729093	14	9998572.78888889	1368792835.25556	789623050.205556	579169785.05	591898878.05	2.04192708333333	1.95807291666667	GWHBWDW00000016
Xenopeltis_unicolor	GWHBWDW00000018	10811486	15	9998572.78888889	1391520502.04444	789623050.205556	601897451.838889	612708937.838889	2.04192708333333	1.95807291666667	GWHBWDW00000018
Xenopeltis_unicolor	GWHBWDW00000015	17049111	16	9998572.78888889	1412330561.83333	789623050.205556	622707511.627778	639756622.627778	2.04192708333333	1.95807291666667	GWHBWDW00000015
Xenopeltis_unicolor	GWHBWDW00000017	11227439	17	9998572.78888889	1439378246.62222	789623050.205556	649755196.416667	660982635.416667	2.04192708333333	1.95807291666667	GWHBWDW00000017
Xenopeltis_unicolor	GWHBWDW00000004	118641841	18	9998572.78888889	1460604259.41111	789623050.205556	670981209.205556	789623050.205556	2.04192708333333	1.95807291666667	GWHBWDW00000004
